predictor_series_id,target_repository,target_series_id,target_name,target_coicop,economic_channel,expected_sign,lag_min,lag_max,transformations,priority,point_in_time_quality,research_status,notes
DEFRA_FRUITVEG_VEGETABLE_CURLYKALE_CURLYKALE,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_LEEKS_TRIMMED,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_LEEKS_TRIMMED,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_LETTUCE_BUTTERHEADINDOOR,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_LETTUCE_BUTTERHEADINDOOR,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_LETTUCE_COS,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_LETTUCE_COS,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_LETTUCE_CRISPICEBERGTYPE,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_LETTUCE_CRISPICEBERGTYPE,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_LETTUCE_LITTLEGEM,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_LETTUCE_LITTLEGEM,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_MIXEDBABYLEAFSALAD_PILLOWPACK,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_MIXEDBABYLEAFSALAD_PILLOWPACK,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_ONION_BULBBROWN,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_ONION_BULBBROWN,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_ONION_BULBRED,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_ONION_BULBRED,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_ONION_SALADSPRING,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_ONION_SALADSPRING,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_PAKCHOI_PAKCHOI,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_PAKCHOI_PAKCHOI,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_PARSNIPS_ALLVARIETIES,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_PARSNIPS_ALLVARIETIES,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_PEAS_SHELLINGALLVARIETIES,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_PEAS_SHELLINGALLVARIETIES,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_RHUBARB_FORCED,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_RHUBARB_FORCED,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_RHUBARB_OUTDOOR,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_RHUBARB_OUTDOOR,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_ROCKET_ROCKET,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_ROCKET_ROCKET,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_SPINACHLEAF_LOOSEBUNCHES,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_SPINACHLEAF_LOOSEBUNCHES,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_SPRINGGREENS_PREPACKED,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_SPRINGGREENS_PREPACKED,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_SWEDE_SWEDE,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_SWEDE_SWEDE,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_SWEETCORN_SWEETCORN,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_SWEETCORN_SWEETCORN,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_TOMATOES_CHERRY,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_TOMATOES_CHERRY,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_TOMATOES_PLUM,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_TOMATOES_PLUM,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_TOMATOES_ROUND,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_TOMATOES_ROUND,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_TOMATOES_VINE,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_TOMATOES_VINE,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_TURNIP_TURNIP,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_TURNIP_TURNIP,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_FRUITVEG_VEGETABLE_WATERCRESS_PILLOWPACKS,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Wholesale home-grown produce prices lead retail food prices; the ONS Food group is the confirmed broad target.
DEFRA_FRUITVEG_VEGETABLE_WATERCRESS_PILLOWPACKS,collector_ons_cpi,CPI_COICOP_C0117_D7DB,Vegetables,01.1.7,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,2,official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DESNZ_ROADFUEL_ULSD_DUTYRATE,collector_ons_cpi,CPI_COICOP_C0722_D7EC,Fuels and lubricants,07.2.2,excise_duty_pass_through,positive,0,1,level;diff;mom,2,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DESNZ_ROADFUEL_ULSD_PUMPPRICE,collector_ons_cpi,CPI_ALT_A13_DK9T,Energy (ONS analytical aggregate),aggregate,retail_fuel_price_pass_through,positive,0,1,monthly_average;mom;yoy,1,partial_official,not_started,Pump prices are collected into CPI within the same month; the ONS Energy aggregate is the confirmed broad target.
DESNZ_ROADFUEL_ULSD_PUMPPRICE,collector_ons_cpi,CPI_COICOP_C0722_D7EC,Fuels and lubricants,07.2.2,retail_fuel_price_pass_through,positive,0,1,monthly_average;mom;yoy,1,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DESNZ_ROADFUEL_ULSD_VATRATE,collector_ons_cpi,CPI_COICOP_ALL_D7BT,All items,00,indirect_tax_pass_through,positive,0,1,level;diff,3,partial_official,not_started,"VAT rate applies economy-wide, so the headline index is the natural target rather than the fuel class."
DESNZ_ROADFUEL_ULSP_DUTYRATE,collector_ons_cpi,CPI_COICOP_C0722_D7EC,Fuels and lubricants,07.2.2,excise_duty_pass_through,positive,0,1,level;diff;mom,2,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DESNZ_ROADFUEL_ULSP_PUMPPRICE,collector_ons_cpi,CPI_ALT_A13_DK9T,Energy (ONS analytical aggregate),aggregate,retail_fuel_price_pass_through,positive,0,1,monthly_average;mom;yoy,1,partial_official,not_started,Pump prices are collected into CPI within the same month; the ONS Energy aggregate is the confirmed broad target.
DESNZ_ROADFUEL_ULSP_PUMPPRICE,collector_ons_cpi,CPI_COICOP_C0722_D7EC,Fuels and lubricants,07.2.2,retail_fuel_price_pass_through,positive,0,1,monthly_average;mom;yoy,1,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DESNZ_ROADFUEL_ULSP_VATRATE,collector_ons_cpi,CPI_COICOP_ALL_D7BT,All items,00,indirect_tax_pass_through,positive,0,1,level;diff,3,partial_official,not_started,"VAT rate applies economy-wide, so the headline index is the natural target rather than the fuel class."
DEFRA_BANANA_ALLBANANAS,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,3,partial_official,not_started,"DEFRA published wholesale banana aggregate (all origins), GBP/kg, weekly from 1995. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run. This is DEFRA's own aggregate and overlaps the individual origin series, so it must not be combined with them in one regression without handling the double counting."
DEFRA_BANANA_ALLBANANAS,collector_ons_cpi,CPI_COICOP_C0116_D7DA,Fruit,01.1.6,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,3,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_BANANA_DOLLARBANANAS,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,3,partial_official,not_started,"DEFRA published wholesale banana aggregate (dollar origins), GBP/kg, weekly from 1995. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run. This is DEFRA's own aggregate and overlaps the individual origin series, so it must not be combined with them in one regression without handling the double counting."
DEFRA_BANANA_DOLLARBANANAS,collector_ons_cpi,CPI_COICOP_C0116_D7DA,Fruit,01.1.6,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,3,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_BANANA_ACPBANANAS,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,3,partial_official,not_started,"DEFRA published wholesale banana aggregate (ACP origins), GBP/kg, weekly from 1995. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run. This is DEFRA's own aggregate and overlaps the individual origin series, so it must not be combined with them in one regression without handling the double counting."
DEFRA_BANANA_ACPBANANAS,collector_ons_cpi,CPI_COICOP_C0116_D7DA,Fruit,01.1.6,wholesale_to_retail_food_pass_through,positive,1,3,monthly_average;mom;yoy,3,partial_official,not_started,Target verified against ONS Table 38 native metadata on 2026-09-16.
DEFRA_MILK_PRICE,collector_ons_cpi,CPI_COICOP_C0114_D7D8,"Milk, cheese and eggs",01.1.4,farmgate_to_retail_dairy_pass_through,positive,1,6,mom;yoy,2,partial_official,not_started,"UK farm-gate milk price, pence per litre, monthly from 1970. Upstream of CPI dairy. target_series_id unresolved pending verification against collector_ons_cpi. The published unit is pence per litre; any conversion is a transformation owned by this layer. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_MILK_PRICE,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,farmgate_to_retail_dairy_pass_through,positive,1,6,mom;yoy,3,partial_official,not_started,"Farm-gate milk price as a component-level input to the Food group. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_MILK_VOLUME,collector_ons_cpi,CPI_COICOP_C0114_D7D8,"Milk, cheese and eggs",01.1.4,dairy_supply_conditions,negative,1,6,yoy,4,partial_official,not_started,"UK milk delivered volume, million litres, monthly. A supply-side conditioning variable rather than a price: the expected sign is a hypothesis about supply pressure and is untested. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_MILK_BUTTERFAT,collector_ons_cpi,CPI_COICOP_C0114_D7D8,"Milk, cheese and eggs",01.1.4,dairy_supply_conditions,negative,1,6,yoy,4,partial_official,not_started,"UK milk butterfat content, per cent, monthly. A supply-side conditioning variable rather than a price: the expected sign is a hypothesis about supply pressure and is untested. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_MILK_PROTEIN,collector_ons_cpi,CPI_COICOP_C0114_D7D8,"Milk, cheese and eggs",01.1.4,dairy_supply_conditions,negative,1,6,yoy,4,partial_official,not_started,"UK milk protein content, per cent, monthly. A supply-side conditioning variable rather than a price: the expected sign is a hypothesis about supply pressure and is untested. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_API_OUTPUT_ALLAGRICULTURALOUTPUTS_B2020,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,farmgate_to_retail_food_pass_through,positive,2,9,mom;yoy,2,official,not_started,"Aggregate UK agricultural output price index (2020=100), monthly from 2014. Longest published release lag in the DEFRA set (about 12 weeks), so its usable lead over CPI is materially shorter than the reference-date lag suggests; that must be respected point-in-time. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_API_OUTPUT_CROPPRODUCTS_B2020,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,farmgate_to_retail_food_pass_through,positive,2,9,mom;yoy,2,official,not_started,"UK agricultural crop output price index (2020=100). Longest published release lag in the DEFRA set (about 12 weeks), so its usable lead over CPI is materially shorter than the reference-date lag suggests; that must be respected point-in-time. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_API_OUTPUT_ANIMALSANDANIMALPRODUCTS_B2020,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,farmgate_to_retail_food_pass_through,positive,2,9,mom;yoy,2,official,not_started,"UK agricultural animal output price index (2020=100). Longest published release lag in the DEFRA set (about 12 weeks), so its usable lead over CPI is materially shorter than the reference-date lag suggests; that must be respected point-in-time. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_API_INPUT_ALLAGRICULTURALINPUTS_B2020,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,input_cost_to_food_price_pass_through,positive,3,12,mom;yoy,2,official,not_started,"Aggregate UK agricultural input price index (2020=100), monthly from 2014. Cost-push channel into food. Base year is part of the identifier; a DEFRA rebasing creates new series. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_API_INPUT_ENERGYANDLUBRICANTS_B2020,collector_ons_cpi,PENDING_VERIFICATION,Energy,04.5+07.2.2,energy_cost_to_agriculture,positive,3,12,mom;yoy,3,official,not_started,"Agricultural energy input price index. Overlaps the DESNZ and Ofgem energy predictors, so it is a robustness check on the energy channel rather than an independent one. target_series_id unresolved. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DEFRA_API_INPUT_FERTILISERSANDSOILIMPROVERS_B2020,collector_ons_cpi,CPI_COICOP_G011_D7C8,Food,01.1,input_cost_to_food_price_pass_through,positive,6,18,mom;yoy,3,official,not_started,"Fertiliser input price index, a long-lead cost driver of crop output prices. DEFRA corrected this backseries on 2026-05-01, so vintage-aware evaluation matters here. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DFT_BUS0415_CURRENT_GREATBRITAIN_B200503,collector_ons_cpi,CPI_COICOP_C07326_D7EG,Passenger transport by road (combined class),07.3.2/6,bus_fare_direct_measurement,positive,0,2,yoy,1,partial_official,not_started,"DfT local bus fares index at current prices, Greatbritain, quarterly from 2005-03 (March 2005 = 100). This measures the same prices the CPI class measures, so it is close to a direct read rather than a leading indicator; its value is timeliness and regional detail, not lead. target_series_id resolved from collector_ons_cpi: CDID D7EG is that repository's own verified W1 alias for COICOP 07.3.2/6. PIT CAVEAT: only observations from 2023 onward carry official availability; earlier quarters are inferred and excluded from as-of queries by default. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DFT_BUS0415_CURRENT_LONDON_B200503,collector_ons_cpi,CPI_COICOP_C07326_D7EG,Passenger transport by road (combined class),07.3.2/6,bus_fare_direct_measurement,positive,0,2,yoy,2,partial_official,not_started,"DfT local bus fares index at current prices, London, quarterly from 2005-03 (March 2005 = 100). This measures the same prices the CPI class measures, so it is close to a direct read rather than a leading indicator; its value is timeliness and regional detail, not lead. target_series_id resolved from collector_ons_cpi: CDID D7EG is that repository's own verified W1 alias for COICOP 07.3.2/6. PIT CAVEAT: only observations from 2023 onward carry official availability; earlier quarters are inferred and excluded from as-of queries by default. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DFT_BUS0415_CURRENT_ENGLISHMETROPOLITANAREAS_B200503,collector_ons_cpi,CPI_COICOP_C07326_D7EG,Passenger transport by road (combined class),07.3.2/6,bus_fare_direct_measurement,positive,0,2,yoy,3,partial_official,not_started,"DfT local bus fares index at current prices, Englishmetropolitanareas, quarterly from 2005-03 (March 2005 = 100). This measures the same prices the CPI class measures, so it is close to a direct read rather than a leading indicator; its value is timeliness and regional detail, not lead. target_series_id resolved from collector_ons_cpi: CDID D7EG is that repository's own verified W1 alias for COICOP 07.3.2/6. PIT CAVEAT: only observations from 2023 onward carry official availability; earlier quarters are inferred and excluded from as-of queries by default. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
DFT_BUS0415_CURRENT_ENGLANDOUTSIDELONDON_B200503,collector_ons_cpi,CPI_COICOP_C07326_D7EG,Passenger transport by road (combined class),07.3.2/6,bus_fare_direct_measurement,positive,0,2,yoy,3,partial_official,not_started,"DfT local bus fares index at current prices, Englandoutsidelondon, quarterly from 2005-03 (March 2005 = 100). This measures the same prices the CPI class measures, so it is close to a direct read rather than a leading indicator; its value is timeliness and regional detail, not lead. target_series_id resolved from collector_ons_cpi: CDID D7EG is that repository's own verified W1 alias for COICOP 07.3.2/6. PIT CAVEAT: only observations from 2023 onward carry official availability; earlier quarters are inferred and excluded from as-of queries by default. Lags are a research hypothesis to be tested in this layer, not an established fact. research_status stays not_started until a real econometric test has been run."
